category,scientific_name,common_names,conservation_status
Fish,Notropis spectrunculus,Mirror Shiner,
Fish,Notropis telescopus,Telescope Shiner,
Fish,Notropis volucellus,Mimic Shiner,
Fish,Phenacobius catostomus,Riffle Minnow,
Fish,Phenacobius crassilabrum,Fatlips Minnow,
Fish,Phenacobius uranops,Stargazing Minnow,
Fish,Phoxinus oreas,Mountain Redbelly Dace,
Fish,Phoxinus tennesseensis,Tennessee Dace,
Fish,Rhinichthys cataractae,Longnose Dace,
Fish,Rhinichthys obtusus,Western Blacknose Dace,
Fish,Semotilus atromaculatus,Creek Chub,
Fish,Fundulus catenatus,Northern Studfish,
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",
Fish,Gambusia holbrooki,Eastern Mosquitofish,
Fish,Esox masquinongy,Muskellunge,
Fish,Ambloplites rupestris,Rock Bass,
Fish,Lepomis auritus,Redbreast Sunfish,
Fish,Lepomis cyanellus,Green Sunfish,
Fish,Lepomis gibbosus,Pumpkinseed,
Fish,Lepomis gulosus,Warmouth,
Fish,Lepomis humilis,Orangespotted Sunfish,
Fish,Lepomis macrochirus,Bluegill,
Fish,Lepomis megalotis,Longear Sunfish,
Fish,Lepomis microlophus,Redear Sunfish,
Fish,Micropterus dolomieu,Smallmouth Bass,
Fish,Micropterus punctulatus,Spotted Bass,
Fish,Micropterus salmoides,Largemouth Bass,
Fish,Pomoxis nigromaculatus,Black Crappie,
Fish,Morone chrysops,White Bass,
Fish,Etheostoma blennioides,Greenside Darter,
Fish,Etheostoma camurum,Bluebreast Darter,
Fish,Etheostoma chlorobranchium,Greenfin Darter,
Fish,Etheostoma flabellare,Fantail Darter,
Fish,Etheostoma gutselli,Tuckasegee Darter,
Fish,Etheostoma jessiae,Blueside Darter,
Fish,Etheostoma maculatum,Spotted Darter,
Fish,Etheostoma percnurum,Duskytail Darter,Endangered
Fish,Etheostoma rufilineatum,Redline Darter,
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",
Fish,Etheostoma stigmaeum,Speckled Darter,
Fish,Etheostoma swannanoa,Swannanoa Darter,
Fish,Etheostoma vulneratum,Wounded Darter,
Fish,Etheostoma zonale,Banded Darter,
Fish,Perca flavescens,Yellow Perch,
Fish,Percina aurantiaca,Tangerine Darter,
Fish,Percina burtoni,Blotchside Darter,Species of Concern
Fish,Percina caprodes,Logperch,
Fish,Percina evides,Gilt Darter,
Fish,Percina squamata,Olive Darter,Species of Concern
Fish,Stizostedion canadense,Sauger,
Fish,Stizostedion vitreum,Walleye,
Fish,Aplodinotus grunniens,Freshwater Drum,
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,
Fish,Lampetra appendix,American Brook Lamprey,
Fish,Oncorhynchus mykiss,Rainbow Trout,
Fish,Salmo trutta,Brown Trout,
Fish,Salvelinus fontinalis,Brook Trout,
Fish,Cottus bairdi,Mottled Sculpin,
Fish,Cottus carolinae,Banded Sculpin,
Fish,Lepisosteus osseus,Longnose Gar,
Fish,Ameiurus melas,Black Bullhead,
Fish,Ameiurus natalis,Yellow Bullhead,
Fish,Ictalurus furcatus,Blue Catfish,
Fish,Ictalurus punctatus,Channel Catfish,
Fish,Noturus baileyi,Smoky Madtom,Endangered
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened
Fish,Noturus flavus,Stonecat,
Fish,Pylodictis olivaris,Flathead Catfish,
Vascular Plant,Acorus calamus,Sweetflag,
Vascular Plant,Alisma subcordatum,Water-Plantain,
Vascular Plant,Sagittaria australis,Longbeak Arrowhead,
Vascular Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,
Vascular Plant,Arisaema dracontium,Green Dragon,
Vascular Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,
Vascular Plant,Lemna minuta,Least Duckweed,
Vascular Plant,Lemna valdiviana,"Duckweed, Pale Duckweed",
Vascular Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",
Vascular Plant,Wolffia brasiliensis,Brazilian Watermeal,
Vascular Plant,Elodea nuttallii,Western Waterweed,
Vascular Plant,Najas guadalupensis,Southern Waternymph,
Vascular Plant,Najas minor,Brittle Waternymph,
Vascular Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",
Vascular Plant,Potamogeton diversifolius,Waterthread Pondweed,
Vascular Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",
Vascular Plant,Potamogeton nodosus,Longleaf Pondweed,
Vascular Plant,Potamogeton pulcher,Spotted Pondweed,
Vascular Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
Vascular Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",
Vascular Plant,Ammoselinum butleri,Butler's Sandparsley,
Vascular Plant,Angelica atropurpurea,Purplestem Angelica,
Vascular Plant,Angelica triquinata,Filmy Angelica,
Vascular Plant,Angelica venenosa,Hairy Angelica,
Vascular Plant,Bupleurum rotundifolium,Hare's Ear,
Vascular Plant,Carum carvi,Caraway,
Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,
Vascular Plant,Cicuta maculata,"Spotted Cowbane, Spotted Water-Hemlock",
Vascular Plant,Conium maculatum,Poison Hemlock,
Vascular Plant,Cryptotaenia canadensis,"Canada Honewort, Honewort",
Vascular Plant,Daucus carota,"Queen Anne's Lace, Wild Carrot",
Vascular Plant,Erigenia bulbosa,Harbinger Of Spring,
Vascular Plant,Eryngium integrifolium,Blueflower Eryngo,
Vascular Plant,Eryngium prostratum,"Prostrate Eryngo, Rattlesnake-Master",
Vascular Plant,Eryngium yuccifolium,Rattlesnake-Master,
Vascular Plant,Foeniculum vulgare,Sweet Fennel,
Vascular Plant,Heracleum lanatum,Masterwort,
Vascular Plant,Heracleum maximum,Common Cowparsnip,
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",
Vascular Plant,Osmorhiza claytonii,"Hairy Sweet-Cicely, Sweet Cicely",
Vascular Plant,Osmorhiza longistylis,"Long-Styled Anise-Root, Smoother Sweet-Cicely",
Vascular Plant,Oxypolis rigidior,Stiff Cowbane,
Vascular Plant,Pastinaca sativa,"Parsnip, Wild Parsnip",
Vascular Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",
Vascular Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",
Vascular Plant,Sanicula odorata,"Sanicle, Black Snakeroot",
Vascular Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",
Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",
Vascular Plant,Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",
Vascular Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",
Vascular Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",
Vascular Plant,Thaspium trifoliatum,Purple Meadowparsnip,
Vascular Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",
Vascular Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,
Vascular Plant,Torilis arvensis,Spreading Hedgeparsley,
Vascular Plant,Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",
Vascular Plant,Zizia aptera,Golden Alexanders,
Vascular Plant,Zizia aurea,Golden Zizia,
Vascular Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern
Vascular Plant,Aralia nudicaulis,Wild Sarsaparilla,
Vascular Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",
Vascular Plant,Aralia spinosa,"Devil's Walking Stick, Hercules Club",
Vascular Plant,Hedera helix,English Ivy,
Vascular Plant,Hydrocotyle americana,"American Water-Pennywort, Water-Pennywort",
Vascular Plant,Hydrocotyle sibthorpioides,"Lawn Penny-Wort, Lawn Water-Penny-Wort",
Vascular Plant,Panax quinquefolius,Ginseng,
Vascular Plant,Panax trifolius,Dwarf Ginseng,
Vascular Plant,Ilex ambigua,Beadle's Holly,
Vascular Plant,Ilex collina,"Appalachian Holly, Long-Stalked Holly",
Vascular Plant,Ilex montana,Mountain Holly,
Vascular Plant,Ilex opaca,American Holly,
Vascular Plant,Ilex verticillata,"Black Holly, Winterberry",
Vascular Plant,Allium ampeloprasum,"Garlic, Wild Leek",
Vascular Plant,Allium burdickii,"White-Stemmed Ramps, Leeks",
Vascular Plant,Allium canadense,"Meadow Onion, Wild Garlic",
Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,
Vascular Plant,Allium tricoccum,"Ramps, Wild Leeks, Small White Leek",
Vascular Plant,Allium vineale,Field Garlic,
Vascular Plant,Hymenocallis caroliniana,Carolina Spiderlily,
Vascular Plant,Lycoris radiata,Magic Lily,
Vascular Plant,Narcissus poeticus,Poet's Narcissus,
Vascular Plant,Narcissus pseudonarcissus,"Commom Daffodil, Daffodil",
Vascular Plant,Nothoscordum bivalve,Crowpoison,
Vascular Plant,Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",
Vascular Plant,Convallaria majalis,"European Lily-Of-The-Valley, Lily-Of-The-Valley",
Vascular Plant,Convallaria majuscula,Convallaria,
Vascular Plant,Convallaria montana,"American Lily-Of-The-Valley, Wild Lily-Of-The-Valley",
Vascular Plant,Hosta lancifolia,Hosta,
Vascular Plant,Liriope spicatum,Liriope,
Vascular Plant,Maianthemum canadense,Canada Mayflower,
Vascular Plant,Maianthemum racemosum ssp. racemosum,Feather Solomon's Seal,
Vascular Plant,Manfreda virginica,False Aloe,
Vascular Plant,Muscari botryoides,"Common Grape-Hyacinth, Grape Hyacinth",
Vascular Plant,Muscari comosum,Tassel Grapehyacinth,
Vascular Plant,Polygonatum biflorum,"Common Solomon's-Seal, King Solomon's Seal",
Vascular Plant,Polygonatum biflorum var. biflorum,"King Solomon's Seal, Smooth Solomon's Seal",
Vascular Plant,Polygonatum biflorum var. commutatum,Great Solomon's Seal,
Vascular Plant,Polygonatum pubescens,"Downy Solomon's-Seal, Hairy Solomon's Seal",
Vascular Plant,Yucca filamentosa,Adam's-Needle,
Vascular Plant,Hypoxis hirsuta,"Eastern Yellow Star Grass, Yellow Star Grass",
Vascular Plant,Belamcanda chinensis,Blackberry Lily,
Vascular Plant,Gladiolus X gandavensis,Gladiolus,
Vascular Plant,Iris cristata,Crested Dwarf Iris,
Vascular Plant,Iris laevigata,Garden Iris,
Vascular Plant,Iris pseudacorus,Yellow European Iris,
Vascular Plant,Iris verna var. smalliana,Dwarf Violet Iris,
Vascular Plant,Iris virginica var. shrevei,"Blue Flag, Southern Blueflag",
Vascular Plant,Sisyrinchium albidum,White Blueeyed Grass,
Vascular Plant,Sisyrinchium angustifolium,"Blue-Eyed Grass, Pointed Blue-Eyed-Grass",
Vascular Plant,Sisyrinchium atlanticum,"Atlantic Blue-Eyed Grass, Eastern Blue-Eyed-Grass",
Vascular Plant,Sisyrinchium mucronatum,"Blue-Eyed Grass, Michaux Blue-Eyed-Grass",
Vascular Plant,Aplectrum hyemale,"Adam-And-Eve Orchid, Puttyroot",
Vascular Plant,Calopogon tuberosus var. tuberosus,Tuberous Grasspink,
Vascular Plant,Cleistes bifaria,Cleistes,
Vascular Plant,Cleistes divaricata,Spreading Pogonia,
Vascular Plant,Coeloglossum viride var. virescens,"Longbract Frog Orchid, Long-Bract Green Orchis",
Vascular Plant,Corallorhiza maculata,"Spotted Coralroot, Summer Coralroot",
Vascular Plant,Corallorhiza odontorhiza,Autumn Coral-Root,
Vascular Plant,Corallorhiza wisteriana,"Coral Root, Spring Coralroot",
Vascular Plant,Corallorrhiza maculata,"Spotted Coralroot, Summer Coralroot",
Vascular Plant,Corallorrhiza odontorhiza,Autumn Coral-Root,
Vascular Plant,Corallorrhiza wisteriana,Spring Coralroot,
Vascular Plant,Cypripedium acaule,"Pink Lady's Slipper, Pink Lady's-Slipper",
Vascular Plant,Cypripedium parviflorum var. pubescens,Greater Yellow Lady's Slipper,
Vascular Plant,Epipactis helleborine,Helleborine,
Vascular Plant,Galearis spectabilis,"Showy Orchid, Showy Orchis",
Vascular Plant,Goodyera pubescens,Downy Rattlesnake-Plantain,
Vascular Plant,Hexalectris spicata,Crested Coralroot,
Vascular Plant,Isotria medeoloides,Small Whorled Pogonia,Threatened
Vascular Plant,Isotria verticillata,"Large Whorled Pogonia, Whorled Pogonia",
Vascular Plant,Liparis liliifolia,"Large Twayblade, Lily-Leaved Twayblade",
Vascular Plant,Liparis loeselii,"Fen Orchid, Fen Orchis",
Vascular Plant,Listera smallii,"Kidney-Leaf Twayblade, Small's Twayblade",
Vascular Plant,Malaxis unifolia,"Adder's Mouth, Green Adder's-Mouth",
Vascular Plant,Platanthera ciliaris,"Yellow-Fringe Orchis, Yellow-Fringed Orchid",
Vascular Plant,Platanthera clavellata,"Green Woodland Orchid, Small Green Woodland Orchis",
Vascular Plant,Platanthera flava var. flava,Palegreen Orchid,
Vascular Plant,Platanthera flava var. herbiola,Palegreen Orchid,
Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",
Vascular Plant,Platanthera lacera,"Green-Fringe Orchis, Green-Fringed Orchid",
Vascular Plant,Platanthera peramoena,Purple Fringeless Orchid,
Vascular Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
Vascular Plant,Pogonia ophioglossoides,"Pogonia, Rose Pogonia",
Vascular Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",
Vascular Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,
Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",
Vascular Plant,Spiranthes ovalis,"Lesser Ladies'-Tresses, October Ladiestresses",
Vascular Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",
Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",
Vascular Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",
Vascular Plant,Triphora trianthophora,Nodding Pogonia,
Vascular Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",
Vascular Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,
Vascular Plant,Achillea millefolium var. occidentalis,Yarrow,
Vascular Plant,Ageratina altissima,White Snakeroot,
Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,
Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,
Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,
Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",
Vascular Plant,Ambrosia bidentata,Lanceleaf Ragweed,
Vascular Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",
Vascular Plant,Antennaria neglecta,"Field Pussy Toes, Field Pussytoes",
Vascular Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,
Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",
Vascular Plant,Antennaria solitaria,"Single-Head Pussytoes, Solitary Pussy Toes",
Vascular Plant,Anthemis arvensis,"Corn Camomile, Corn-Chamomile",
Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",
Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",
Vascular Plant,Arnoglossum atriplicifolium,"Armoglossum, Pale Indian-Plantain",
Vascular Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",
Vascular Plant,Artemisia abrotanum,Southernwood,
Vascular Plant,Artemisia ludoviciana ssp. mexicana,White Sage,
Vascular Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",
Vascular Plant,Aster patens var. patens,Late Purple Aster,
Vascular Plant,Aster retroflexus,Curtis? Aster,
Vascular Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",
Vascular Plant,Bidens aristosa,Stick-Tight,
Vascular Plant,Bidens bipinnata,Spanish-Needles,
Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",
Vascular Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",
Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",
Vascular Plant,Bidens vulgata,Big Devils Beggartick,
Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,
Vascular Plant,Cacalia atriplicifolia,Pale Indian-Plantain,
Vascular Plant,Cacalia muhlenbergii,Great Indian-Plantain,
Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,
Vascular Plant,Carduus nutans,Musk Thistle,
Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",
Vascular Plant,Centaurea nigra,Lesser Knapweed,
Vascular Plant,Chamomilla suaveolens,Pineappleweed,
Vascular Plant,Chrysopsis mariana,Maryland Golden Aster,
Vascular Plant,Cichorium intybus,"Chickory, Chicory",
Vascular Plant,Cirsium,Thistle,
Vascular Plant,Cirsium altissimum,Tall Thistle,
Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",
Vascular Plant,Cirsium carolinianum,Carolina Thistle,
Vascular Plant,Cirsium discolor,"Field Thistle, Thistle",
Vascular Plant,Cirsium muticum,Swamp Thistle,
Vascular Plant,Cirsium vulgare,Bull Thistle,
Vascular Plant,Conoclinium coelestinum,Blue Mistflower,
Vascular Plant,Conyza canadensis,Horse-Weed,
Vascular Plant,Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",
Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,
Vascular Plant,Coreopsis major,Wood Tickseed,
Vascular Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",
Vascular Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",
Vascular Plant,Coreopsis tripteris,Tall Tickseed,
Vascular Plant,Cosmos bipinnatus,Garden Cosmos,
Vascular Plant,Cosmos sulphureus,Sulphur Cosmos,
Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",
Vascular Plant,Crepis pulchra,Hawk's Beard,
Vascular Plant,Doellingeria infirma,Cornel-Leaf Whitetop,
Vascular Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,
Vascular Plant,Eclipta prostrata,Eclipta,
Vascular Plant,Elephantopus carolinianus,"Carolina Elephant-Foot, Carolina Tobaccoweed",
Vascular Plant,Elephantopus tomentosus,"Hairy Tobaccoweed, Tobaccoweed",
Vascular Plant,Erechtites hieracifolia,Burnweed,
Vascular Plant,Erechtites hieraciifolia,American Burnweed,
Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,American Burnweed,
Vascular Plant,Erigeron,"Daisy, Fleabane",
Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",
Vascular Plant,Erigeron philadelphicus,Philadelphia Fleabane,
Vascular Plant,Erigeron pulchellus,"Robin Plantain Fleabane, Robin's-Plantain",
Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Daisy-Fleabane",
Vascular Plant,Eupatorium,Thoroughwort,
Vascular Plant,Eupatorium album,"White Eupatorium, White Thoroughwort",
Vascular Plant,Eupatorium altissimum,Tall Thoroughwort,
Vascular Plant,Eupatorium capillifolium,"Dog-Fennel, Small Dog-Fennel Thoroughwort",
Vascular Plant,Eupatorium coelestinum,Blue Boneset,
Vascular Plant,Eupatorium fistulosum,"Hollow Joe-Pye Weed, Joe-Pye-Weed",
Vascular Plant,Eupatorium hyssopifolium,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot",
Vascular Plant,Eupatorium maculatum,"Joe-Pye-Weed, Spotted Joe-Pye Weed",
Vascular Plant,Eupatorium perfoliatum,"Boneset, Common Boneset",
Vascular Plant,Eupatorium pilosum,Rough Boneset,
Vascular Plant,Eupatorium purpureum,"Sweet Joe-Pye Weed, Sweet Or Woodland Joe-Pye-Weed",
Vascular Plant,Eupatorium rotundifolium,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",
Vascular Plant,Eupatorium rotundifolium var. ovatum,Roundleaf Thoroughwort,
Vascular Plant,Eupatorium rotundifolium var. rotundifolium,Roundleaf Thoroughwort,
Vascular Plant,Eupatorium rugosum,"Richweed, Snakeroot, White Snakeroot",
Vascular Plant,Eupatorium serotinum,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",
Vascular Plant,Eupatorium sessilifolium,Upland Boneset,
Vascular Plant,Eupatorium steelei,Appalachian Joe-Pye-Weed,
Vascular Plant,Eurybia chlorolepis,Mountain Aster,
Vascular Plant,Eurybia divaricata,White Wood Aster,
Vascular Plant,Eurybia macrophylla,Bigleaf Aster,
Vascular Plant,Eurybia surculosa,Creeping Aster,
Vascular Plant,Fleischmannia incarnata,Pink Thoroughwort,
Vascular Plant,Galinsoga parviflora,Gallantsoldier,
Vascular Plant,Galinsoga quadriradiata,"Fringed Quickweed, Peruvian Daisy",
Vascular Plant,Gamochaeta falcata,Narrowleaf Purple Everlasting,
Vascular Plant,Gamochaeta purpurea,Purple Cudweed,
Vascular Plant,Gnaphalium helleri,"Catfoot, Glandular Catfoot",
Vascular Plant,Gnaphalium obtusifolium,"Catfoot, Fragrant Cudweed",
Vascular Plant,Helenium amarum,"Five-Leaf Sneezeweed, Sneezeweed",
Vascular Plant,Helenium autumnale,"Autumn Sneezeweed, Common Sneezeweed",
Vascular Plant,Helenium flexuosum,"Dark-Eyed Sneezeweed, Purple-Head Sneezeweed",
Vascular Plant,Helianthus,Sunflower,
Vascular Plant,Helianthus angustifolius,"Narrow-Leaved Sunflower, Swamp Sunflower",
Vascular Plant,Helianthus annuus,Common Sunflower,
Vascular Plant,Helianthus atrorubens,"Purple-Disk Sunflower, Sunflower",
Vascular Plant,Helianthus decapetalus,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",
Vascular Plant,Helianthus divaricatus,"Woodland Sunflower, Sessile-Leaved Sunflower",
Vascular Plant,Helianthus giganteus,Giant Sunflower,
Vascular Plant,Helianthus glaucophyllus,Whiteleaf Sunflower,
Vascular Plant,Helianthus hirsutus,Hairy Sunflower,
Vascular Plant,Helianthus maximiliani,Maximilian Sunflower,
Vascular Plant,Helianthus microcephalus,Small Wood Sunflower,
Vascular Plant,Helianthus mollis,Ashy Sunflower,
